@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
936,'2017/03/27 17:22:23:095',7,0.190186,0.068542,-0.666016,-0.718079,-0.377811,0.155521,1.465898,?,?
937,'2017/03/27 17:22:23:114',7,0.190125,0.068542,-0.666016,-0.718079,-0.377711,0.155439,1.465897,?,?
938,'2017/03/27 17:22:23:132',7,0.190125,0.068542,-0.666016,-0.718079,-0.377711,0.155439,1.465897,?,?
939,'2017/03/27 17:22:23:154',7,0.190125,0.068542,-0.666016,-0.718079,-0.377711,0.155439,1.465897,?,?
940,'2017/03/27 17:22:23:175',7,0.190063,0.068542,-0.666016,-0.718079,-0.377611,0.155357,1.465896,?,?
941,'2017/03/27 17:22:23:197',7,0.190308,0.068787,-0.665955,-0.718079,-0.378334,0.155308,1.465804,?,?
942,'2017/03/27 17:22:23:214',7,0.190308,0.068848,-0.665955,-0.718079,-0.378416,0.155219,1.465823,?,?
943,'2017/03/27 17:22:23:234',7,0.189941,0.068481,-0.665894,-0.718262,-0.377379,0.155209,1.465555,?,?
944,'2017/03/27 17:22:23:252',7,0.18988,0.068481,-0.665894,-0.718262,-0.377279,0.155126,1.465554,?,?
945,'2017/03/27 17:22:23:274',7,0.190186,0.068848,-0.665833,-0.718262,-0.378266,0.154982,1.465502,?,?
946,'2017/03/27 17:22:23:294',7,0.190186,0.068848,-0.665833,-0.718262,-0.378266,0.154982,1.465502,?,?
947,'2017/03/27 17:22:23:312',7,0.190125,0.068848,-0.665833,-0.718262,-0.378167,0.1549,1.465501,?,?
948,'2017/03/27 17:22:23:334',7,0.190369,0.06897,-0.665771,-0.718201,-0.378702,0.155036,1.465362,?,?
949,'2017/03/27 17:22:23:355',7,0.190613,0.069275,-0.665588,-0.718262,-0.379513,0.154842,1.464952,?,?
950,'2017/03/27 17:22:23:371',7,0.190613,0.069397,-0.665344,-0.718506,-0.379734,0.154536,1.464335,?,?
951,'2017/03/27 17:22:23:394',7,0.190308,0.06958,-0.665039,-0.718811,-0.379552,0.153699,1.463568,?,?
952,'2017/03/27 17:22:23:415',7,0.190308,0.070374,-0.664795,-0.718994,-0.38066,0.152424,1.46316,?,?
953,'2017/03/27 17:22:23:431',7,0.190002,0.070862,-0.664673,-0.719116,-0.38085,0.151239,1.462986,?,?
954,'2017/03/27 17:22:23:454',7,0.189331,0.070801,-0.664856,-0.719116,-0.379693,0.150495,1.463474,?,?
955,'2017/03/27 17:22:23:475',7,0.188904,0.07074,-0.665222,-0.718933,-0.378896,0.150176,1.464458,?,?
1060,'2017/03/27 17:22:45:968',9,0.188416,-0.160217,-0.076782,-0.965881,-0.368968,0.345254,0.093602,?,?
1061,'2017/03/27 17:22:45:991',9,0.188599,-0.160095,-0.076599,-0.965942,-0.369441,0.344981,0.093211,?,?
1062,'2017/03/27 17:22:46:014',9,0.188721,-0.159912,-0.076477,-0.965942,-0.369732,0.344576,0.092978,?,?
1063,'2017/03/27 17:22:46:028',9,0.188843,-0.15979,-0.076416,-0.965942,-0.370008,0.344321,0.092852,?,?
1064,'2017/03/27 17:22:46:052',9,0.189087,-0.159668,-0.076294,-0.965942,-0.370573,0.344061,0.092557,?,?
1065,'2017/03/27 17:22:46:073',9,0.189209,-0.159424,-0.076172,-0.965942,-0.370858,0.34353,0.092345,?,?
1066,'2017/03/27 17:22:46:088',9,0.189148,-0.159424,-0.076172,-0.965942,-0.370723,0.34352,0.092366,?,?
1067,'2017/03/27 17:22:46:111',9,0.189148,-0.159424,-0.076172,-0.965942,-0.370723,0.34352,0.092366,?,?
1068,'2017/03/27 17:22:46:134',9,0.189148,-0.159424,-0.076172,-0.965942,-0.370723,0.34352,0.092366,?,?
1069,'2017/03/27 17:22:46:148',9,0.189148,-0.159424,-0.076172,-0.965942,-0.370723,0.34352,0.092366,?,?
1070,'2017/03/27 17:22:46:171',9,0.189087,-0.159424,-0.076172,-0.965942,-0.370589,0.343511,0.092386,?,?
1071,'2017/03/27 17:22:46:193',9,0.189087,-0.159424,-0.076172,-0.965942,-0.370589,0.343511,0.092386,?,?
1072,'2017/03/27 17:22:46:208',9,0.189087,-0.159363,-0.076172,-0.966003,-0.370606,0.343406,0.092417,?,?
1073,'2017/03/27 17:22:46:231',9,0.189026,-0.159363,-0.076172,-0.966003,-0.370472,0.343396,0.092437,?,?
1074,'2017/03/27 17:22:46:254',9,0.189026,-0.159302,-0.076172,-0.966003,-0.370466,0.343271,0.092458,?,?
1075,'2017/03/27 17:22:46:268',9,0.189087,-0.15918,-0.076233,-0.966003,-0.37057,0.343055,0.092605,?,?
1076,'2017/03/27 17:22:46:291',9,0.189087,-0.15918,-0.076233,-0.966003,-0.37057,0.343055,0.092605,?,?
1077,'2017/03/27 17:22:46:314',9,0.189026,-0.15918,-0.076233,-0.966003,-0.370435,0.343045,0.092626,?,?
1078,'2017/03/27 17:22:46:335',9,0.188965,-0.159058,-0.076111,-0.966064,-0.37035,0.342756,0.092444,?,?
1079,'2017/03/27 17:22:46:351',9,0.188965,-0.158936,-0.075928,-0.966064,-0.370397,0.342432,0.092106,?,?
1080,'2017/03/27 17:22:46:373',9,0.189087,-0.158752,-0.075684,-0.966125,-0.370748,0.341999,0.091631,?,?
1081,'2017/03/27 17:22:46:395',9,0.189087,-0.158691,-0.075439,-0.966125,-0.370819,0.341776,0.091145,?,?
1082,'2017/03/27 17:22:46:411',9,0.189209,-0.158569,-0.075195,-0.966187,-0.371175,0.341468,0.09065,?,?
1083,'2017/03/27 17:22:46:434',9,0.189148,-0.158508,-0.074951,-0.966187,-0.371112,0.341235,0.090185,?,?
1084,'2017/03/27 17:22:46:455',9,0.189148,-0.158447,-0.074707,-0.966248,-0.371205,0.341032,0.08971,?,?
1085,'2017/03/27 17:22:46:471',9,0.189209,-0.158386,-0.074402,-0.966248,-0.371429,0.340794,0.089079,?,?
1086,'2017/03/27 17:22:46:493',9,0.189209,-0.158386,-0.074097,-0.966309,-0.371548,0.340692,0.088456,?,?
1087,'2017/03/27 17:22:46:515',9,0.189148,-0.158386,-0.07373,-0.966309,-0.371528,0.340535,0.087719,?,?
1088,'2017/03/27 17:22:46:531',9,0.189148,-0.158264,-0.073486,-0.96637,-0.371615,0.340208,0.087265,?,?
1089,'2017/03/27 17:22:46:554',9,0.189087,-0.158081,-0.07312,-0.966431,-0.3716,0.339696,0.086599,?,?
1090,'2017/03/27 17:22:46:575',9,0.188904,-0.157898,-0.072815,-0.966492,-0.371297,0.339191,0.086101,?,?
1091,'2017/03/27 17:22:46:591',9,0.188904,-0.157715,-0.072571,-0.966553,-0.371378,0.338738,0.085668,?,?
1092,'2017/03/27 17:22:46:614',9,0.188782,-0.157593,-0.072327,-0.966614,-0.371196,0.338392,0.085255,?,?
1093,'2017/03/27 17:22:46:635',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1094,'2017/03/27 17:22:46:651',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1095,'2017/03/27 17:22:46:673',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1096,'2017/03/27 17:22:46:695',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1097,'2017/03/27 17:22:46:710',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1098,'2017/03/27 17:22:46:734',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1099,'2017/03/27 17:22:46:757',9,0.188843,-0.157471,-0.072205,-0.966614,-0.371356,0.338102,0.085024,?,?
1100,'2017/03/27 17:22:46:771',9,0.188843,-0.15741,-0.072205,-0.966614,-0.37135,0.337977,0.085044,?,?
1101,'2017/03/27 17:22:46:794',9,0.188843,-0.15741,-0.072205,-0.966675,-0.371373,0.337997,0.085054,?,?
1102,'2017/03/27 17:22:46:816',9,0.188843,-0.15741,-0.072205,-0.966675,-0.371373,0.337997,0.085054,?,?
1103,'2017/03/27 17:22:46:831',9,0.188843,-0.157349,-0.072205,-0.966675,-0.371367,0.337872,0.085075,?,?
1104,'2017/03/27 17:22:46:854',9,0.188843,-0.157349,-0.072205,-0.966675,-0.371367,0.337872,0.085075,?,?
1105,'2017/03/27 17:22:46:876',9,0.188843,-0.157349,-0.072205,-0.966675,-0.371367,0.337872,0.085075,?,?
1106,'2017/03/27 17:22:46:890',9,0.188599,-0.15741,-0.072205,-0.966675,-0.370836,0.33796,0.085135,?,?
1107,'2017/03/27 17:22:46:920',9,0.188293,-0.157471,-0.072266,-0.966736,-0.370174,0.338083,0.085351,?,?
1108,'2017/03/27 17:22:46:936',9,0.188293,-0.157471,-0.072266,-0.966736,-0.370174,0.338083,0.085351,?,?
1109,'2017/03/27 17:22:46:950',9,0.188293,-0.157471,-0.072266,-0.966736,-0.370174,0.338083,0.085351,?,?
1110,'2017/03/27 17:22:46:973',9,0.188293,-0.157471,-0.072266,-0.966736,-0.370174,0.338083,0.085351,?,?
1111,'2017/03/27 17:22:46:996',9,0.188293,-0.157471,-0.072266,-0.966736,-0.370174,0.338083,0.085351,?,?
1112,'2017/03/27 17:22:47:011',9,0.188293,-0.15741,-0.072266,-0.966736,-0.370168,0.337958,0.085372,?,?
1113,'2017/03/27 17:22:47:034',9,0.187988,-0.157532,-0.072266,-0.966797,-0.369532,0.338182,0.085441,?,?
1114,'2017/03/27 17:22:47:057',9,0.187927,-0.157532,-0.072266,-0.966797,-0.369397,0.338173,0.085461,?,?
1115,'2017/03/27 17:22:47:070',9,0.187927,-0.157532,-0.072266,-0.966797,-0.369397,0.338173,0.085461,?,?
1116,'2017/03/27 17:22:47:093',9,0.187927,-0.157532,-0.072266,-0.966797,-0.369397,0.338173,0.085461,?,?
1117,'2017/03/27 17:22:47:116',9,0.187927,-0.157532,-0.072266,-0.966797,-0.369397,0.338173,0.085461,?,?
1118,'2017/03/27 17:22:47:131',9,0.187927,-0.157532,-0.072266,-0.966797,-0.369397,0.338173,0.085461,?,?
1119,'2017/03/27 17:22:47:154',9,0.187866,-0.157471,-0.072266,-0.966797,-0.369257,0.338038,0.085503,?,?
1120,'2017/03/27 17:22:47:176',9,0.187866,-0.157471,-0.072266,-0.966797,-0.369257,0.338038,0.085503,?,?
1121,'2017/03/27 17:22:47:190',9,0.187866,-0.157471,-0.072266,-0.966797,-0.369257,0.338038,0.085503,?,?
1122,'2017/03/27 17:22:47:214',9,0.187866,-0.157471,-0.072266,-0.966797,-0.369257,0.338038,0.085503,?,?
1123,'2017/03/27 17:22:47:244',9,0.187805,-0.157471,-0.072266,-0.966858,-0.369146,0.338049,0.085532,?,?
1124,'2017/03/27 17:22:47:258',9,0.187805,-0.157471,-0.072266,-0.966858,-0.369146,0.338049,0.085532,?,?
1125,'2017/03/27 17:22:47:274',9,0.187805,-0.157471,-0.072266,-0.966858,-0.369146,0.338049,0.085532,?,?
1126,'2017/03/27 17:22:47:297',9,0.187744,-0.157471,-0.072266,-0.966858,-0.369011,0.33804,0.085552,?,?
1127,'2017/03/27 17:22:47:318',9,0.187744,-0.157471,-0.072266,-0.966858,-0.369011,0.33804,0.085552,?,?
1128,'2017/03/27 17:22:47:333',9,0.187744,-0.157471,-0.072266,-0.966858,-0.369011,0.33804,0.085552,?,?
1129,'2017/03/27 17:22:47:356',9,0.187744,-0.157532,-0.072266,-0.966858,-0.369017,0.338165,0.085532,?,?
1130,'2017/03/27 17:22:47:378',9,0.187683,-0.157532,-0.072327,-0.966858,-0.368864,0.33818,0.085678,?,?
1131,'2017/03/27 17:22:47:394',9,0.187683,-0.157532,-0.072327,-0.966858,-0.368864,0.33818,0.085678,?,?
1132,'2017/03/27 17:22:47:417',9,0.187683,-0.157532,-0.072327,-0.966858,-0.368864,0.33818,0.085678,?,?
1133,'2017/03/27 17:22:47:438',9,0.187378,-0.157593,-0.072388,-0.966919,-0.368203,0.338303,0.085895,?,?
1134,'2017/03/27 17:22:47:444',9,0.187317,-0.157593,-0.072388,-0.966919,-0.368069,0.338293,0.085915,?,?
1135,'2017/03/27 17:22:47:459',9,0.187317,-0.157593,-0.072388,-0.966919,-0.368069,0.338293,0.085915,?,?
1136,'2017/03/27 17:22:47:482',9,0.187317,-0.157593,-0.072388,-0.966919,-0.368069,0.338293,0.085915,?,?
1137,'2017/03/27 17:22:47:504',9,0.187256,-0.157593,-0.072388,-0.966919,-0.367934,0.338284,0.085935,?,?
1138,'2017/03/27 17:22:47:519',9,0.187256,-0.157593,-0.072388,-0.966919,-0.367934,0.338284,0.085935,?,?
1139,'2017/03/27 17:22:47:542',9,0.187195,-0.157593,-0.072388,-0.966919,-0.3678,0.338275,0.085956,?,?
1140,'2017/03/27 17:22:47:565',9,0.187134,-0.157593,-0.072388,-0.966919,-0.367666,0.338265,0.085976,?,?
1141,'2017/03/27 17:22:47:579',9,0.187134,-0.157593,-0.072388,-0.966919,-0.367666,0.338265,0.085976,?,?
1142,'2017/03/27 17:22:47:602',9,0.187073,-0.157593,-0.072388,-0.966919,-0.367532,0.338256,0.085996,?,?
1143,'2017/03/27 17:22:47:625',9,0.187073,-0.157593,-0.072388,-0.96698,-0.367554,0.338276,0.086006,?,?
1144,'2017/03/27 17:22:47:639',9,0.187012,-0.157593,-0.072449,-0.96698,-0.367401,0.338291,0.086152,?,?
1145,'2017/03/27 17:22:47:662',9,0.187012,-0.157593,-0.072449,-0.96698,-0.367401,0.338291,0.086152,?,?
1146,'2017/03/27 17:22:47:685',9,0.186951,-0.157593,-0.072449,-0.96698,-0.367267,0.338282,0.086173,?,?
1147,'2017/03/27 17:22:47:699',9,0.186951,-0.157593,-0.072449,-0.96698,-0.367267,0.338282,0.086173,?,?
1148,'2017/03/27 17:22:47:722',9,0.18689,-0.157593,-0.072449,-0.96698,-0.367133,0.338272,0.086193,?,?
1149,'2017/03/27 17:22:47:744',9,0.18689,-0.157593,-0.072449,-0.96698,-0.367133,0.338272,0.086193,?,?
1150,'2017/03/27 17:22:47:759',9,0.18689,-0.157532,-0.072449,-0.96698,-0.367127,0.338147,0.086214,?,?
1151,'2017/03/27 17:22:47:782',9,0.186829,-0.157532,-0.072449,-0.96698,-0.366993,0.338138,0.086234,?,?
1152,'2017/03/27 17:22:47:804',9,0.186768,-0.157532,-0.072449,-0.96698,-0.366859,0.338129,0.086254,?,?
1153,'2017/03/27 17:22:47:819',9,0.186768,-0.157532,-0.072449,-0.967041,-0.366881,0.338149,0.086263,?,?
1154,'2017/03/27 17:22:47:842',9,0.186768,-0.157532,-0.072449,-0.967041,-0.366881,0.338149,0.086263,?,?
1155,'2017/03/27 17:22:47:864',9,0.186707,-0.157532,-0.072449,-0.967041,-0.366747,0.33814,0.086284,?,?
1156,'2017/03/27 17:22:47:879',9,0.186707,-0.157532,-0.072449,-0.967041,-0.366747,0.33814,0.086284,?,?
1157,'2017/03/27 17:22:47:902',9,0.186646,-0.157532,-0.072449,-0.967041,-0.366613,0.33813,0.086304,?,?
1158,'2017/03/27 17:22:47:925',9,0.186646,-0.157532,-0.072449,-0.967041,-0.366613,0.33813,0.086304,?,?
1159,'2017/03/27 17:22:47:939',9,0.186584,-0.157532,-0.07251,-0.967041,-0.36646,0.338145,0.086451,?,?
1160,'2017/03/27 17:22:47:962',9,0.186584,-0.157532,-0.07251,-0.967041,-0.36646,0.338145,0.086451,?,?
1161,'2017/03/27 17:22:47:984',9,0.186523,-0.157532,-0.07251,-0.967041,-0.366326,0.338136,0.086471,?,?
1162,'2017/03/27 17:22:47:999',9,0.186523,-0.157532,-0.07251,-0.967041,-0.366326,0.338136,0.086471,?,?
1163,'2017/03/27 17:22:48:022',9,0.186462,-0.157532,-0.07251,-0.967041,-0.366192,0.338126,0.086491,?,?
1164,'2017/03/27 17:22:48:044',9,0.186462,-0.157471,-0.07251,-0.967102,-0.366208,0.338021,0.086521,?,?
1165,'2017/03/27 17:22:48:059',9,0.186401,-0.157471,-0.07251,-0.967102,-0.366074,0.338012,0.086541,?,?
1166,'2017/03/27 17:22:48:082',9,0.185974,-0.157532,-0.07251,-0.967163,-0.365164,0.338092,0.086672,?,?
1167,'2017/03/27 17:22:48:104',9,0.185913,-0.157532,-0.07251,-0.967163,-0.36503,0.338083,0.086693,?,?
1168,'2017/03/27 17:22:53:431',10,0.316345,0.360229,0.081421,-0.873779,-0.740817,-0.749177,0.117206,?,?
1169,'2017/03/27 17:22:53:453',10,0.316589,0.359802,0.081055,-0.873901,-0.741378,-0.748016,0.117801,?,?
1170,'2017/03/27 17:22:53:469',10,0.316711,0.359436,0.08075,-0.874084,-0.741646,-0.747086,0.118188,?,?
1171,'2017/03/27 17:22:53:491',10,0.316711,0.359009,0.080444,-0.874268,-0.741488,-0.745984,0.118389,?,?
1172,'2017/03/27 17:22:53:513',10,0.316956,0.358582,0.080139,-0.87439,-0.742003,-0.744877,0.11884,?,?
1173,'2017/03/27 17:22:53:528',10,0.317017,0.358215,0.079712,-0.874573,-0.74218,-0.743829,0.119448,?,?
1174,'2017/03/27 17:22:53:551',10,0.316956,0.357971,0.079285,-0.874695,-0.742104,-0.742987,0.120083,?,?
1175,'2017/03/27 17:22:53:574',10,0.316772,0.357727,0.078979,-0.874878,-0.741623,-0.742283,0.120306,?,?
1176,'2017/03/27 17:22:53:588',10,0.316711,0.357544,0.078796,-0.875,-0.741443,-0.741796,0.120444,?,?
1177,'2017/03/27 17:22:53:611',10,0.316833,0.357422,0.078613,-0.875061,-0.741827,-0.741435,0.120838,?,?
1178,'2017/03/27 17:22:53:634',10,0.316956,0.3573,0.07843,-0.875061,-0.742172,-0.741014,0.121245,?,?
1179,'2017/03/27 17:22:53:648',10,0.316589,0.357178,0.078247,-0.875244,-0.741213,-0.740666,0.121143,?,?
1180,'2017/03/27 17:22:53:671',10,0.316406,0.357117,0.078125,-0.875366,-0.740775,-0.740496,0.121157,?,?
1181,'2017/03/27 17:22:53:694',10,0.316406,0.357117,0.078125,-0.875366,-0.740775,-0.740496,0.121157,?,?
1182,'2017/03/27 17:22:53:708',10,0.316406,0.357117,0.078125,-0.875366,-0.740775,-0.740496,0.121157,?,?
1183,'2017/03/27 17:22:53:731',10,0.316406,0.357117,0.078125,-0.875366,-0.740775,-0.740496,0.121157,?,?
1184,'2017/03/27 17:22:53:753',10,0.316345,0.357117,0.078125,-0.875366,-0.740598,-0.740483,0.121098,?,?
1185,'2017/03/27 17:22:53:768',10,0.316345,0.357117,0.078125,-0.875366,-0.740598,-0.740483,0.121098,?,?
1186,'2017/03/27 17:22:53:791',10,0.316162,0.356934,0.078186,-0.875488,-0.739889,-0.740181,0.120558,?,?
1187,'2017/03/27 17:22:53:813',10,0.316223,0.35675,0.078186,-0.875549,-0.739895,-0.739818,0.120405,?,?
1188,'2017/03/27 17:22:53:828',10,0.316223,0.356567,0.078186,-0.875671,-0.739762,-0.739502,0.120181,?,?
1189,'2017/03/27 17:22:53:851',10,0.316162,0.356262,0.078247,-0.875793,-0.739269,-0.738936,0.119627,?,?
1190,'2017/03/27 17:22:53:874',10,0.316223,0.356018,0.078247,-0.875854,-0.739206,-0.738429,0.119409,?,?
1191,'2017/03/27 17:22:53:903',10,0.316223,0.355896,0.078308,-0.875916,-0.739062,-0.738251,0.119124,?,?
1192,'2017/03/27 17:22:53:911',10,0.316223,0.355713,0.07843,-0.875977,-0.738806,-0.73798,0.118633,?,?
1193,'2017/03/27 17:22:53:934',10,0.316101,0.355469,0.07843,-0.876099,-0.738251,-0.737494,0.118229,?,?
1194,'2017/03/27 17:22:53:955',10,0.316101,0.355469,0.07843,-0.876099,-0.738251,-0.737494,0.118229,?,?
1195,'2017/03/27 17:22:53:962',10,0.31604,0.355469,0.07843,-0.876099,-0.738074,-0.737481,0.11817,?,?
1196,'2017/03/27 17:22:53:977',10,0.31604,0.355469,0.07843,-0.876099,-0.738074,-0.737481,0.11817,?,?
1197,'2017/03/27 17:22:53:999',10,0.31604,0.355469,0.078491,-0.87616,-0.738069,-0.737592,0.118017,?,?
1198,'2017/03/27 17:22:54:022',10,0.31604,0.355469,0.078491,-0.87616,-0.738069,-0.737592,0.118017,?,?
1199,'2017/03/27 17:22:54:037',10,0.31604,0.355469,0.078491,-0.87616,-0.738069,-0.737592,0.118017,?,?
1200,'2017/03/27 17:22:54:059',10,0.31604,0.355469,0.078491,-0.876099,-0.73803,-0.737533,0.11803,?,?
1201,'2017/03/27 17:22:54:082',10,0.315979,0.355469,0.078491,-0.87616,-0.737892,-0.737579,0.117959,?,?
1202,'2017/03/27 17:22:54:097',10,0.315979,0.355469,0.078491,-0.87616,-0.737892,-0.737579,0.117959,?,?
1203,'2017/03/27 17:22:54:119',10,0.315979,0.355469,0.078491,-0.87616,-0.737892,-0.737579,0.117959,?,?
1204,'2017/03/27 17:22:54:137',10,0.315979,0.355469,0.078491,-0.87616,-0.737892,-0.737579,0.117959,?,?
1205,'2017/03/27 17:22:54:157',10,0.315918,0.355469,0.078491,-0.87616,-0.737715,-0.737566,0.117901,?,?
1206,'2017/03/27 17:22:54:179',10,0.315918,0.355469,0.078552,-0.87616,-0.737672,-0.737618,0.11776,?,?
1207,'2017/03/27 17:22:54:197',10,0.315552,0.35553,0.078613,-0.876282,-0.736712,-0.737854,0.11731,?,?
1208,'2017/03/27 17:22:54:217',10,0.315491,0.35553,0.078674,-0.876282,-0.736492,-0.737893,0.117111,?,?
1209,'2017/03/27 17:22:54:239',10,0.315491,0.35553,0.078674,-0.876282,-0.736492,-0.737893,0.117111,?,?
1210,'2017/03/27 17:22:54:257',10,0.315491,0.355469,0.078674,-0.876282,-0.736423,-0.737749,0.117046,?,?
1211,'2017/03/27 17:22:54:277',10,0.315491,0.355469,0.078674,-0.876343,-0.736461,-0.737807,0.117033,?,?
1212,'2017/03/27 17:22:54:299',10,0.31543,0.355469,0.078674,-0.876343,-0.736284,-0.737794,0.116975,?,?
1213,'2017/03/27 17:22:54:317',10,0.31543,0.355469,0.078674,-0.876343,-0.736284,-0.737794,0.116975,?,?
1214,'2017/03/27 17:22:54:337',10,0.315491,0.355469,0.078674,-0.876343,-0.736461,-0.737807,0.117033,?,?
1215,'2017/03/27 17:22:54:359',10,0.31543,0.355469,0.078674,-0.876343,-0.736284,-0.737794,0.116975,?,?
1216,'2017/03/27 17:22:54:377',10,0.31543,0.355469,0.078674,-0.876343,-0.736284,-0.737794,0.116975,?,?
1217,'2017/03/27 17:22:54:397',10,0.315491,0.355469,0.078796,-0.876282,-0.736336,-0.737853,0.116765,?,?
1218,'2017/03/27 17:22:54:419',10,0.315491,0.355469,0.078796,-0.876282,-0.736336,-0.737853,0.116765,?,?
1219,'2017/03/27 17:22:54:437',10,0.315491,0.355469,0.078796,-0.876282,-0.736336,-0.737853,0.116765,?,?
1220,'2017/03/27 17:22:54:458',10,0.315491,0.355469,0.078796,-0.876282,-0.736336,-0.737853,0.116765,?,?
1221,'2017/03/27 17:22:54:479',10,0.315674,0.355469,0.078918,-0.876221,-0.736741,-0.737937,0.116671,?,?
1222,'2017/03/27 17:22:54:497',10,0.315674,0.355469,0.078857,-0.876221,-0.736785,-0.737885,0.116812,?,?
1223,'2017/03/27 17:22:54:517',10,0.315613,0.355469,0.078918,-0.876221,-0.736564,-0.737924,0.116613,?,?
1224,'2017/03/27 17:22:54:539',10,0.315613,0.355469,0.078918,-0.876282,-0.736603,-0.737983,0.1166,?,?
1225,'2017/03/27 17:22:54:557',10,0.315674,0.355469,0.079041,-0.876221,-0.736655,-0.738041,0.11639,?,?
1226,'2017/03/27 17:22:54:577',10,0.315674,0.355469,0.079041,-0.876221,-0.736655,-0.738041,0.11639,?,?
1227,'2017/03/27 17:22:54:599',10,0.315613,0.355469,0.079041,-0.876221,-0.736477,-0.738028,0.116332,?,?
1228,'2017/03/27 17:22:54:617',10,0.31543,0.35553,0.079285,-0.876221,-0.735841,-0.738342,0.11566,?,?
1229,'2017/03/27 17:22:54:637',10,0.31543,0.355652,0.079529,-0.876221,-0.735806,-0.73884,0.115228,?,?
1230,'2017/03/27 17:22:54:659',10,0.31543,0.355591,0.079529,-0.876221,-0.735736,-0.738695,0.115162,?,?
1231,'2017/03/27 17:22:54:677',10,0.315125,0.355652,0.079529,-0.876282,-0.734958,-0.738833,0.114923,?,?
1232,'2017/03/27 17:22:54:697',10,0.314941,0.355713,0.079712,-0.876343,-0.734404,-0.739153,0.114378,?,?
1233,'2017/03/27 17:22:54:719',10,0.314758,0.355774,0.079956,-0.876343,-0.733767,-0.739466,0.113704,?,?
1234,'2017/03/27 17:22:54:737',10,0.314758,0.355774,0.080017,-0.876343,-0.733723,-0.739518,0.113563,?,?
1235,'2017/03/27 17:22:54:757',10,0.314758,0.355713,0.079956,-0.876343,-0.733698,-0.739321,0.113639,?,?
1236,'2017/03/27 17:22:54:779',10,0.314758,0.355713,0.080017,-0.876343,-0.733654,-0.739373,0.113498,?,?
1237,'2017/03/27 17:22:54:797',10,0.314758,0.355713,0.080017,-0.876343,-0.733654,-0.739373,0.113498,?,?
1238,'2017/03/27 17:22:54:817',10,0.314758,0.355713,0.080017,-0.876343,-0.733654,-0.739373,0.113498,?,?
1239,'2017/03/27 17:22:54:839',10,0.314697,0.355713,0.080017,-0.876343,-0.733477,-0.73936,0.11344,?,?
1240,'2017/03/27 17:22:54:857',10,0.314758,0.355713,0.080017,-0.876343,-0.733654,-0.739373,0.113498,?,?
1241,'2017/03/27 17:22:54:877',10,0.314453,0.355774,0.080078,-0.876465,-0.732871,-0.739621,0.113104,?,?
1242,'2017/03/27 17:22:54:899',10,0.314453,0.355774,0.080078,-0.876465,-0.732871,-0.739621,0.113104,?,?
1243,'2017/03/27 17:22:54:917',10,0.314636,0.355774,0.080078,-0.876343,-0.733325,-0.739544,0.113306,?,?
1244,'2017/03/27 17:22:54:938',10,0.314636,0.355774,0.080078,-0.876343,-0.733325,-0.739544,0.113306,?,?
1245,'2017/03/27 17:22:54:959',10,0.314575,0.355774,0.080139,-0.876404,-0.733143,-0.739641,0.113093,?,?
1246,'2017/03/27 17:22:54:977',10,0.314758,0.355774,0.080139,-0.876343,-0.733636,-0.739622,0.113282,?,?
1247,'2017/03/27 17:22:54:998',10,0.314758,0.355774,0.080139,-0.876343,-0.733636,-0.739622,0.113282,?,?
1248,'2017/03/27 17:22:55:019',10,0.314392,0.355713,0.080017,-0.876465,-0.732669,-0.739411,0.113122,?,?
1249,'2017/03/27 17:22:55:037',10,0.314392,0.355713,0.080078,-0.876465,-0.732625,-0.739463,0.112981,?,?
1250,'2017/03/27 17:22:55:058',10,0.314514,0.355713,0.080078,-0.876404,-0.73294,-0.739431,0.113111,?,?
1251,'2017/03/27 17:22:55:079',10,0.314514,0.355713,0.080139,-0.876465,-0.732935,-0.739542,0.112957,?,?
1252,'2017/03/27 17:22:55:097',10,0.314514,0.355713,0.080139,-0.876465,-0.732935,-0.739542,0.112957,?,?
1253,'2017/03/27 17:22:55:118',10,0.314453,0.355713,0.080139,-0.876465,-0.732758,-0.739529,0.112898,?,?
1254,'2017/03/27 17:22:55:139',10,0.314453,0.355713,0.080139,-0.876465,-0.732758,-0.739529,0.112898,?,?
1255,'2017/03/27 17:22:55:161',10,0.314453,0.355713,0.080139,-0.876465,-0.732758,-0.739529,0.112898,?,?
1256,'2017/03/27 17:22:55:178',10,0.314392,0.355713,0.080139,-0.876465,-0.732581,-0.739515,0.11284,?,?
